date,open,high,low,close,volume,Name
8/8/2013,50.95,51.12,50.63,50.63,2144125,TEL
8/9/2013,50.65,50.75,50.43,50.64,1509431,TEL
8/12/2013,50.31,50.73,50.25,50.7,1519625,TEL
8/13/2013,50.7,50.99,50.5,50.75,2273332,TEL
8/14/2013,50.72,50.91,50.45,50.49,1557837,TEL
8/15/2013,49.95,49.95,49.3,49.54,1273995,TEL
8/16/2013,49.45,49.62,49.24,49.4,1443991,TEL
8/19/2013,49.3,49.43,49.15,49.18,933906,TEL
8/20/2013,49.41,49.8,49.14,49.67,977382,TEL
8/21/2013,49.61,50.14,49.405,49.77,1199987,TEL
8/22/2013,50,50.332,49.9,50.02,1229857,TEL
8/23/2013,50.18,50.32,49.92,50.08,1296019,TEL
8/26/2013,50.06,50.14,49.8,49.93,1203519,TEL
8/27/2013,49.39,49.55,48.41,48.69,1927195,TEL
8/28/2013,48.49,48.87,48.29,48.82,1215466,TEL
8/29/2013,48.71,49.78,48.62,49.59,1458895,TEL
8/30/2013,49.57,49.6,48.75,49,1607743,TEL
9/3/2013,49.65,50.16,49.25,49.34,1610952,TEL
9/4/2013,49.41,50.44,49.36,50.18,2428035,TEL
9/5/2013,50.19,50.525,50.09,50.29,1444040,TEL
9/6/2013,50.45,50.5,49.54,50.22,917961,TEL
9/9/2013,50.7,51.27,50.7,50.95,2306070,TEL
9/10/2013,51.35,53.28,51.35,52.99,2826864,TEL
9/11/2013,52.76,53.0399,52.59,52.97,1410460,TEL
9/12/2013,52.98,53.225,52.69,52.84,975605,TEL
9/13/2013,53.56,53.65,52.857,53.44,2134413,TEL
9/16/2013,54.11,54.19,53.3,53.49,1879365,TEL
9/17/2013,53.49,53.81,53.32,53.51,1806165,TEL
9/18/2013,53.5,53.66,53.15,53.54,2591879,TEL
9/19/2013,53.62,53.91,53.34,53.39,1193163,TEL
9/20/2013,53.38,53.66,53.02,53.1,2120459,TEL
9/23/2013,53.03,53.1,52.15,52.4,1417188,TEL
9/24/2013,52.4,52.72,52.085,52.32,1699542,TEL
9/25/2013,52.33,52.54,51.86,52.43,2499023,TEL
9/26/2013,52.49,52.72,51.92,52.16,1196818,TEL
9/27/2013,51.89,52.13,51.72,51.96,1082388,TEL
9/30/2013,51.64,52.085,51.34,51.78,1324321,TEL
10/1/2013,51.78,52.28,51.7,52.07,1266705,TEL
10/2/2013,51.68,52.05,51.45,52.05,1160525,TEL
10/3/2013,51.84,52.02,51.2303,51.57,1181509,TEL
10/4/2013,51.58,52.38,51.43,52.12,855753,TEL
10/7/2013,51.52,51.76,51.36,51.47,813209,TEL
10/8/2013,51.53,51.8,50.73,50.75,1453080,TEL
10/9/2013,50.77,50.89,49.22,49.91,2219519,TEL
10/10/2013,50.39,51.43,50.36,51.33,1479469,TEL
10/11/2013,51.29,52.135,51.13,51.98,1810064,TEL
10/14/2013,51.73,52.56,51.59,52.2,1199878,TEL
10/15/2013,51.9,52.21,51.1,51.21,1940447,TEL
10/16/2013,51.56,51.74,51.27,51.71,1648356,TEL
10/17/2013,51.53,52.51,51.48,52.48,1298186,TEL
10/18/2013,52.87,53.59,52.76,53.57,1592045,TEL
10/21/2013,53.51,54.09,53.33,53.67,1114195,TEL
10/22/2013,53.79,54.15,53.55,53.88,1283323,TEL
10/23/2013,53.72,53.81,53.11,53.47,1798550,TEL
10/24/2013,53.67,53.96,53.44,53.74,1871475,TEL
10/25/2013,53.81,53.95,53.46,53.6,1355933,TEL
10/28/2013,55.8127,55.8127,53.1,53.18,1400221,TEL
10/29/2013,53.21,53.4,52.81,52.99,2110602,TEL
10/30/2013,53.15,53.37,50.97,51.04,4254786,TEL
10/31/2013,51.06,51.89,50.76,51.49,1846700,TEL
11/1/2013,51.55,52.12,50.92,51.21,2102226,TEL
11/4/2013,51.55,52.15,51.41,51.9,2045009,TEL
11/5/2013,51.52,52.08,51.26,51.76,2269463,TEL
11/6/2013,51.97,52.47,51.81,52.32,2219809,TEL
11/7/2013,52.59,52.77,51.64,51.73,1792079,TEL
11/8/2013,51.66,52.24,51.45,52.22,1501162,TEL
11/11/2013,52.04,52.34,51.48,51.81,1174571,TEL
11/12/2013,51.7,52.135,51.53,51.91,1387146,TEL
11/13/2013,51.66,52.2,51.39,52.2,1569196,TEL
11/14/2013,52.11,52.56,51.61,51.61,2625176,TEL
11/15/2013,51.66,52.45,51.5,52.39,2717944,TEL
11/18/2013,52.07,52.96,52.01,52.5,2135216,TEL
11/19/2013,52.72,52.96,50.85,50.94,3025095,TEL
11/20/2013,51.36,51.77,51.21,51.37,1589877,TEL
11/21/2013,51.27,53.2,51.27,53.17,2632519,TEL
11/22/2013,53.27,53.444,52.76,52.99,1744400,TEL
11/25/2013,52.89,53.2,52.75,52.96,1129711,TEL
11/26/2013,52.8,53.14,52.56,52.57,1978664,TEL
11/27/2013,52.77,53.1,52.485,52.53,1086286,TEL
11/29/2013,52.6,53.095,52.6,52.72,722791,TEL
12/2/2013,52.64,53.22,52.44,52.88,1581537,TEL
12/3/2013,52.6,53.09,52.59,52.86,2160152,TEL
12/4/2013,52.62,53.18,52.53,53.03,1843611,TEL
12/5/2013,52.92,53.29,52.68,53.05,2490027,TEL
12/6/2013,53.5,53.7025,53.412,53.62,1724476,TEL
12/9/2013,53.74,53.85,53.3,53.45,1183817,TEL
12/10/2013,53.3,53.94,53.19,53.75,1305995,TEL
12/11/2013,53.67,53.77,52.93,53.07,1628740,TEL
12/12/2013,52.95,53.11,52.09,52.17,2296445,TEL
12/13/2013,52.28,52.51,51.86,51.98,1967647,TEL
12/16/2013,52.04,52.5,51.98,52.09,1606676,TEL
12/17/2013,52.1,52.34,51.97,52.1,1814425,TEL
12/18/2013,52.32,53.17,51.65,53.15,3064838,TEL
12/19/2013,53.11,53.23,52.89,53.01,2230799,TEL
12/20/2013,52.97,53.93,52.93,53.74,2192737,TEL
12/23/2013,54,54.3,53.94,54.26,895660,TEL
12/24/2013,54.25,54.5,54.19,54.47,363048,TEL
12/26/2013,54.5,54.76,54.25,54.58,585645,TEL
12/27/2013,54.58,54.87,54.52,54.53,734938,TEL
12/30/2013,54.53,54.66,54.31,54.5,1108164,TEL
12/31/2013,54.64,55.11,54.64,55.11,1103206,TEL
1/2/2014,54.89,54.99,54.36,54.45,1557227,TEL
1/3/2014,54.5,54.7,54.26,54.49,1160139,TEL
1/6/2014,54.7,54.81,54.16,54.46,1670429,TEL
1/7/2014,54.52,55,54.41,54.9,1782086,TEL
1/8/2014,54.78,55.215,54.72,55.14,1485232,TEL
1/9/2014,55.16,55.7,55.16,55.53,1689532,TEL
1/10/2014,55.73,55.95,55.255,55.44,1381847,TEL
1/13/2014,55.44,55.78,55.25,55.55,1808751,TEL
1/14/2014,55.17,55.76,54.907,55.7,1655059,TEL
1/15/2014,55.52,56.06,55.415,55.43,2187630,TEL
1/16/2014,55.46,56.095,55.38,55.55,1381895,TEL
1/17/2014,55.66,56.19,55.56,55.94,1484981,TEL
1/21/2014,56.15,56.4,55.68,56.3,2153299,TEL
1/22/2014,58.05,61.14,57.995,60,5112070,TEL
1/23/2014,60,60.47,58.99,59.18,3782570,TEL
1/24/2014,59.04,59.07,57.28,57.32,2748158,TEL
1/27/2014,56.8,57.99,56.16,57.16,4441122,TEL
1/28/2014,56.53,57.15,56.07,57.02,3470377,TEL
1/29/2014,56.58,57.34,56.36,56.76,1915427,TEL
1/30/2014,57.35,58,57.16,57.73,2229046,TEL
1/31/2014,57.06,57.06,56.42,56.51,1831619,TEL
2/3/2014,56.59,56.64,54.63,55.28,2571360,TEL
2/4/2014,54.98,55.33,54.68,55.1,2058968,TEL
2/5/2014,54.22,55.08,54.17,54.94,1840296,TEL
2/6/2014,55.15,55.875,54.97,55.61,1553328,TEL
2/7/2014,56.11,56.65,55.77,56.61,1784521,TEL
2/10/2014,56.6,56.85,55.98,56.26,1326466,TEL
2/11/2014,56.37,56.9,56.234,56.77,1838351,TEL
2/12/2014,56.9,57.4999,56.9,57.1,1534763,TEL
2/13/2014,56.86,57.38,56.49,57.27,1314764,TEL
2/14/2014,57.21,57.425,56.93,57.24,971442,TEL
2/18/2014,57.32,57.68,57.25,57.48,1700352,TEL
2/19/2014,57.38,58.16,57.24,57.43,1873878,TEL
2/20/2014,57.5,58.01,57.15,57.48,2150406,TEL
2/21/2014,57.53,57.76,57.16,57.47,2472709,TEL
2/24/2014,57.66,58.28,57.66,57.97,2607235,TEL
2/25/2014,57.97,57.97,57.43,57.72,1355251,TEL
2/26/2014,57.5,58.24,57.34,57.68,1908515,TEL
2/27/2014,57.55,58.32,57.38,58.23,1620093,TEL
2/28/2014,58.33,59.05,58.1,58.58,2209998,TEL
3/3/2014,57.99,58.39,57.55,58.22,1360624,TEL
3/4/2014,58.91,60.03,58.9,60,2180763,TEL
3/5/2014,59.91,59.96,58.91,58.95,1850938,TEL
3/6/2014,59.07,59.21,58.58,58.8,991338,TEL
3/7/2014,59.05,59.44,58.91,59.11,1211998,TEL
3/10/2014,58.94,59.17,58.44,58.91,794945,TEL
3/11/2014,58.97,59.17,57.75,57.89,1041276,TEL
3/12/2014,57.61,57.86,57.04,57.8,1223572,TEL
3/13/2014,58.09,58.37,57.18,57.32,1545156,TEL
3/14/2014,57.32,57.7,56.92,57,2054632,TEL
3/17/2014,57.3,58.25,57.3,58.04,804443,TEL
3/18/2014,57.96,58.77,57.96,58.66,890313,TEL
3/19/2014,58.58,58.8,57.67,57.92,960403,TEL
3/20/2014,57.87,59.25,57.79,59.24,1519513,TEL
3/21/2014,59.71,60.73,59.49,60.16,4447069,TEL
3/24/2014,60.03,60.43,59.17,59.67,2107505,TEL
3/25/2014,59.81,60.34,59.51,60.1,1749156,TEL
3/26/2014,60.16,60.4,59.01,59.08,1547117,TEL
3/27/2014,58.89,59.49,58.61,59.06,1150747,TEL
3/28/2014,59.23,59.96,58.99,59.51,1302330,TEL
3/31/2014,59.91,60.61,59.8219,60.21,2046619,TEL
4/1/2014,60.56,60.74,59.95,60.26,2450655,TEL
4/2/2014,60.48,61.9,60.36,61.69,2940554,TEL
4/3/2014,61.9,62,61.11,61.45,2234935,TEL
4/4/2014,61.79,62.16,59.795,59.98,2435818,TEL
4/7/2014,59.65,59.74,58.755,59.03,1681119,TEL
4/8/2014,59.02,59.27,58.4,59.1,1729607,TEL
4/9/2014,59.19,60.25,58.92,60.23,1621063,TEL
4/10/2014,60.32,60.54,58.59,58.73,1325433,TEL
4/11/2014,59.42,59.84,58.82,58.85,1759852,TEL
4/14/2014,59.29,59.65,58.525,59.29,1365662,TEL
4/15/2014,59.42,59.93,58.81,59.75,1603708,TEL
4/16/2014,60.1,60.88,59.84,60.81,1275283,TEL
4/17/2014,60.39,61.3,60.39,61.07,966440,TEL
4/21/2014,61.11,61.43,60.46,61.36,1499101,TEL
4/22/2014,61.37,61.91,61.1,61.34,1774433,TEL
4/23/2014,61.01,61.78,60.24,60.36,2039426,TEL
4/24/2014,60.84,60.93,59.71,60.76,2346457,TEL
4/25/2014,60.63,60.64,59.23,59.24,1730234,TEL
4/28/2014,59.5,59.6892,57.795,58.34,2079001,TEL
4/29/2014,58.71,58.81,57.93,58.55,1951791,TEL
4/30/2014,58.5,59.17,58.18,58.98,2166197,TEL
5/1/2014,59.08,59.63,58.9201,59.25,2320784,TEL
5/2/2014,59.14,59.41,58.665,59.3,1427120,TEL
5/5/2014,59,59.36,58.42,59.29,954402,TEL
5/6/2014,59.13,59.13,58.15,58.18,901520,TEL
5/7/2014,58.24,58.5,57.5,58.45,1149112,TEL
5/8/2014,58.5,59.4,58.05,58.2,1060695,TEL
5/9/2014,58.2,58.3,57.63,58.1,890777,TEL
5/12/2014,58.52,59.17,58.52,58.78,1171938,TEL
5/13/2014,58.87,59.1,58.06,58.1,1414548,TEL
5/14/2014,58.11,58.22,57.77,57.86,1083529,TEL
5/15/2014,57.81,57.89,56.28,56.66,2055877,TEL
5/16/2014,56.77,57.17,56.37,57.15,2209578,TEL
5/19/2014,57,57.66,56.87,57.59,1039312,TEL
5/20/2014,57.59,57.63,56.68,56.89,777062,TEL
5/21/2014,57.12,57.28,56.82,57.22,867278,TEL
5/22/2014,57.21,57.69,57.09,57.31,1080365,TEL
5/23/2014,57.54,58.19,57.21,58.13,983348,TEL
5/27/2014,58.31,58.6,58.13,58.29,871310,TEL
5/28/2014,58.11,58.65,58,58.45,1010701,TEL
5/29/2014,58.63,59.38,58.46,59.33,1311589,TEL
5/30/2014,59.15,59.85,59.04,59.46,1660280,TEL
6/2/2014,59.52,59.807,59,59.69,1051790,TEL
6/3/2014,59.65,60.72,59.635,60.69,2056564,TEL
6/4/2014,60.52,60.855,59.98,60.8,1682198,TEL
6/5/2014,60.77,61.33,60.45,61.24,973920,TEL
6/6/2014,61.22,61.74,61.2084,61.7,1326932,TEL
6/9/2014,61.72,62.285,61.64,62.14,1224785,TEL
6/10/2014,62.07,62.27,61.64,62.12,1209182,TEL
6/11/2014,61.97,62.18,61.7,62.02,1410870,TEL
6/12/2014,62.11,62.23,61.5,61.75,1082223,TEL
6/13/2014,61.88,61.975,61.28,61.46,904212,TEL
6/16/2014,61.41,61.88,61.145,61.52,1375788,TEL
6/17/2014,61.49,62.18,61.28,61.78,1458604,TEL
6/18/2014,61.73,62.01,61.21,61.94,854959,TEL
6/19/2014,61.93,62.63,61.71,62.23,2831886,TEL
6/20/2014,62.3,62.51,61.9675,62.24,3376366,TEL
6/23/2014,61.71,62.46,61.56,61.89,1422514,TEL
6/24/2014,61.73,62.03,60.93,60.94,1183379,TEL
6/25/2014,60.98,61.372,60.57,61.04,1698242,TEL
6/26/2014,61.28,61.42,60.63,61.18,900051,TEL
6/27/2014,61.05,61.99,61.03,61.94,1116115,TEL
6/30/2014,61.86,62,61.42,61.84,1538058,TEL
7/1/2014,62.15,63.48,62.04,63.36,1652208,TEL
7/2/2014,63.25,63.84,63.13,63.21,1451187,TEL
7/3/2014,63.34,63.69,63.11,63.66,539938,TEL
7/7/2014,63.63,63.78,63.11,63.72,1195636,TEL
7/8/2014,63.6,63.68,62.95,63.6,1424927,TEL
7/9/2014,63.62,64.03,63.23,64.01,1417778,TEL
7/10/2014,62.7,63.72,62.62,63.33,2322728,TEL
7/11/2014,63.54,63.54,63.09,63.21,1343468,TEL
7/14/2014,63.45,63.67,63.11,63.2,2026944,TEL
7/15/2014,63.22,63.315,62.68,63.08,1932432,TEL
7/16/2014,63.38,63.56,62.89,62.96,1723754,TEL
7/17/2014,62.81,63.4,62.5468,63.06,1901249,TEL
7/18/2014,63.28,64.31,63.21,64.26,1717705,TEL
7/21/2014,63.87,64.36,63.64,64.3,1860826,TEL
7/22/2014,64.47,65.01,64.4,64.97,2381169,TEL
7/23/2014,63,64.7,60.7,62.32,5223681,TEL
7/24/2014,62.6,63.38,62.31,63.31,3030824,TEL
7/25/2014,63.04,63.54,62.78,63.05,2019577,TEL
7/28/2014,63.03,63.42,62.7,63.14,1912374,TEL
7/29/2014,63.14,63.6,62.63,62.73,2369549,TEL
7/30/2014,63.02,63.6,62.61,63.37,2664660,TEL
7/31/2014,63,63.05,61.87,61.89,2379812,TEL
8/1/2014,61.8,61.93,61.56,61.65,1785823,TEL
8/4/2014,61.8,61.93,61.56,61.65,1785823,TEL
8/5/2014,61.35,62,61.09,61.32,1683706,TEL
8/6/2014,61.18,61.5,61,61.37,2685918,TEL
8/7/2014,61.84,61.84,60.79,60.9,1675886,TEL
8/8/2014,60.98,61.31,60.63,61.29,1342394,TEL
8/11/2014,61.52,62.04,61.44,61.51,734448,TEL
8/12/2014,61.25,61.73,60.71,61.15,1443466,TEL
8/13/2014,61.55,62.14,61.23,62.11,907278,TEL
8/14/2014,62.26,62.46,61.8784,62.14,713060,TEL
8/15/2014,62.46,62.585,61.63,62.15,787202,TEL
8/18/2014,62.75,63,62.63,62.88,868570,TEL
8/19/2014,62.89,63.24,62.48,62.8,1129055,TEL
8/20/2014,62.65,62.83,62.1,62.34,1781002,TEL
8/21/2014,62.5,62.72,62.38,62.46,1803130,TEL
8/22/2014,62.25,62.52,61.98,62.12,1969208,TEL
8/25/2014,62.36,63.02,62.34,62.9,1020089,TEL
8/26/2014,63.2,63.2,62.82,62.97,850635,TEL
8/27/2014,62.84,63,61.98,62.07,1405948,TEL
8/28/2014,61.88,62.14,61.5475,62.01,1488008,TEL
8/29/2014,62.18,62.78,62.12,62.68,1446604,TEL
9/2/2014,62.81,62.98,62.45,62.75,1073428,TEL
9/3/2014,62.89,63.14,62.51,63.1,1238114,TEL
9/4/2014,63.52,64.04,63.02,63.07,1258586,TEL
9/5/2014,62.99,63.19,62.48,62.62,1477073,TEL
9/8/2014,62.53,63.06,62.41,62.73,868624,TEL
9/9/2014,62.51,62.77,61.93,62.01,1044668,TEL
9/10/2014,61.98,62.66,61.98,62.45,819246,TEL
9/11/2014,62.35,63.685,62.13,63.58,1526054,TEL
9/12/2014,63.48,63.5,62.575,63,2090781,TEL
9/15/2014,63.12,63.16,62.42,62.61,2019538,TEL
9/16/2014,62.32,62.45,61.86,62.28,1591068,TEL
9/17/2014,62.28,62.74,61.68,61.86,1708447,TEL
9/18/2014,62.24,62.39,61.8,61.9,2608038,TEL
9/19/2014,61.99,62.21,60.89,60.92,2477597,TEL
9/22/2014,60.98,61.1899,60.23,60.44,1495298,TEL
9/23/2014,60.39,60.56,59.305,59.32,2411052,TEL
9/24/2014,59.17,59.71,59.0401,59.65,2693076,TEL
9/25/2014,59.46,59.65,58.47,58.47,3131095,TEL
9/26/2014,58.57,58.94,58.38,58.8,1600856,TEL
9/29/2014,58.3,58.51,57.835,57.87,2362615,TEL
9/30/2014,57.75,57.95,54.55,55.29,6531153,TEL
10/1/2014,55.29,55.44,54.26,54.54,3623639,TEL
10/2/2014,54.41,54.94,54.03,54.5,3136520,TEL
10/3/2014,54.87,55.79,54.77,55.69,3085364,TEL
10/6/2014,56,56.57,55.89,56.41,2934116,TEL
10/7/2014,56.2,56.6,55.73,55.75,4046112,TEL
10/8/2014,55.9,56.37,54.99,56.33,2252235,TEL
10/9/2014,55.96,56.05,54.68,54.8,2094210,TEL
10/10/2014,54.6,54.72,51.48,51.55,7548273,TEL
10/13/2014,51.69,52.45,51.29,51.47,3372889,TEL
10/14/2014,51.75,52.88,51.75,52.06,2422571,TEL
10/15/2014,51.37,52.6,51.03,52.47,2779406,TEL
10/16/2014,51.71,52.99,51.49,52.43,2543360,TEL
10/17/2014,52.98,54.48,52.89,53.44,2017593,TEL
10/20/2014,53.1,53.54,52.85,53.36,1794478,TEL
10/21/2014,53.92,55.16,53.83,55.1,2139149,TEL
10/22/2014,55.02,55.13,54.24,54.4,3108650,TEL
10/23/2014,55.21,55.65,54.885,55.3,1736182,TEL
10/24/2014,55.31,56.35,55.28,56.27,1511841,TEL
10/27/2014,56.14,57.88,55.6,56.36,2170521,TEL
10/28/2014,56.51,58.02,56.45,58,2482401,TEL
10/29/2014,57.6,58.76,57.49,58.06,3623995,TEL
10/30/2014,61.67,61.75,61.43,61.56,1499837,TEL
10/31/2014,60.3,61.43,59.99,61.13,3079432,TEL
11/3/2014,61.09,61.94,61,61.41,2290489,TEL
11/4/2014,61.26,61.97,61.16,61.9,1675913,TEL
11/5/2014,62.18,62.3,61.54,62.12,1393064,TEL
11/6/2014,62.27,62.59,62.01,62.15,1416997,TEL
11/7/2014,62.31,62.39,61.6,62.12,1420615,TEL
11/10/2014,61.74,62.02,61.33,61.5,2623502,TEL
11/11/2014,61.52,61.98,61.42,61.69,1224418,TEL
11/12/2014,61.67,61.75,61.43,61.56,1499837,TEL
11/13/2014,61.42,61.68,60.66,61.2,2219815,TEL
11/14/2014,61.16,61.72,61.14,61.53,1794970,TEL
11/17/2014,61.39,61.625,60.65,61.02,1687653,TEL
11/18/2014,61.09,61.96,61.06,61.72,1630988,TEL
11/19/2014,61.9,61.9,61.24,61.44,1713636,TEL
11/20/2014,61.11,61.88,61.08,61.62,1095655,TEL
11/21/2014,62.2,63.0801,62.12,63.02,1640902,TEL
11/24/2014,63.07,63.7,62.88,63.68,1474546,TEL
11/25/2014,63.47,63.64,63.01,63.55,2281430,TEL
11/26/2014,63.5,63.88,63.27,63.77,1675777,TEL
11/28/2014,63.85,64.37,63.63,64.2,906132,TEL
12/1/2014,63.79,64.165,63.4,63.58,1140254,TEL
12/2/2014,63.63,64.09,63.5,63.89,1182917,TEL
12/3/2014,64.01,64.76,63.95,64.67,1269888,TEL
12/4/2014,64.72,64.85,64.1,64.59,811185,TEL
12/5/2014,64.77,65.08,64.55,65,868795,TEL
12/8/2014,64.97,65.101,64.07,64.25,850368,TEL
12/9/2014,63.32,64.46,63.16,64.42,1426525,TEL
12/10/2014,64.25,64.685,63.21,63.25,1197730,TEL
12/11/2014,63.51,64.21,63.02,63.19,1212291,TEL
12/12/2014,62.52,62.98,61.74,61.78,1508894,TEL
12/15/2014,62.04,62.52,61.11,61.28,1318866,TEL
12/16/2014,61.14,62.51,61.02,61.24,1851756,TEL
12/17/2014,61.32,62.02,60.43,61.92,2140688,TEL
12/18/2014,62.74,63.78,62.47,63.71,1786214,TEL
12/19/2014,63.76,64.19,63.48,63.57,2584976,TEL
12/22/2014,63.8,64.72,63.8,64.59,1132756,TEL
12/23/2014,64.86,65.21,64.68,64.71,917140,TEL
12/24/2014,64.75,64.97,64.49,64.59,647946,TEL
12/26/2014,64.69,65.07,64.69,64.75,628804,TEL
12/29/2014,64.53,65.03,64.53,64.57,952973,TEL
12/30/2014,64.34,64.54,64.1,64.11,917444,TEL
12/31/2014,64.43,64.55,63.25,63.25,1320256,TEL
1/2/2015,63.72,63.86,62.63,63.17,948932,TEL
1/5/2015,62.65,62.69,61.73,61.94,953437,TEL
1/6/2015,61.94,62.045,60.54,61.19,1454280,TEL
1/7/2015,61.6,63.05,61.315,63.03,1929238,TEL
1/8/2015,63.64,64.46,63.64,64.3,1635309,TEL
1/9/2015,64.36,64.49,63.66,63.92,1136483,TEL
1/12/2015,63.95,64.1,62.755,62.96,1266494,TEL
1/13/2015,63.26,63.82,61.98,62.62,1620228,TEL
1/14/2015,61.94,62.93,61.8,62.9,1401885,TEL
1/15/2015,63.07,63.2599,62.15,62.35,2199293,TEL
1/16/2015,62.18,63.12,61.84,63.05,1624440,TEL
1/20/2015,63.31,63.351,61.865,62.09,1696998,TEL
1/21/2015,61.82,62.92,61.63,62.74,1555498,TEL
1/22/2015,62.83,63.065,62,62.8,1984195,TEL
1/23/2015,62.89,63.05,62.34,62.89,1966921,TEL
1/26/2015,62.88,63.29,62.49,63.16,1437814,TEL
1/27/2015,64.68,65.45,63.54,64.63,3368195,TEL
1/28/2015,66.38,69.96,66.07,67.45,3934548,TEL
1/29/2015,67.43,67.76,66.01,67.57,2573735,TEL
1/30/2015,67.14,67.6076,66.31,66.39,2129475,TEL
2/2/2015,66.13,66.91,64.77,66.87,2809104,TEL
2/3/2015,66.81,68.26,66.81,68.18,2323403,TEL
2/4/2015,67.79,68.39,67.61,67.97,1811619,TEL
2/5/2015,67.97,69.29,67.85,69.25,1831971,TEL
2/6/2015,69,69.64,68.45,68.65,1505738,TEL
2/9/2015,68.43,69.53,68.3,69.23,1982705,TEL
2/10/2015,69.7,69.79,68.9,69.56,1546825,TEL
2/11/2015,69.43,69.87,69.16,69.69,1338889,TEL
2/12/2015,69.9,70.815,69.76,70.38,1531276,TEL
2/13/2015,70.36,70.879,70.04,70.76,1878009,TEL
2/17/2015,70.71,71.25,70.62,71.04,1142508,TEL
2/18/2015,70.79,71,70.54,70.79,1011041,TEL
2/19/2015,70.63,71.3138,70.34,71,1102741,TEL
2/20/2015,70.96,71.53,70.36,71.43,1498084,TEL
2/23/2015,70.83,71.37,70.42,71.36,1252309,TEL
2/24/2015,71.34,72.14,70.8701,71.88,1527659,TEL
2/25/2015,70.82,72.2,70.82,72.16,1777113,TEL
2/26/2015,72.29,72.73,72.2,72.38,1688448,TEL
2/27/2015,72.13,72.38,71.9,72.13,1859857,TEL
3/2/2015,72.36,73,71.95,72.95,1339285,TEL
3/3/2015,72.62,73.09,72.25,73.04,1675565,TEL
3/4/2015,72.7,73.06,72.01,72.71,1851158,TEL
3/5/2015,72.98,72.99,72.32,72.52,1045342,TEL
3/6/2015,72.35,72.755,71.74,72.07,1760177,TEL
3/9/2015,71.98,72.26,71.76,72.13,1200701,TEL
3/10/2015,71.78,72.03,71.2,71.45,2650096,TEL
3/11/2015,71.49,71.605,70.97,71.06,1660526,TEL
3/12/2015,71.18,71.919,70.98,71.71,2200483,TEL
3/13/2015,71.72,72.04,70.55,71.04,1708914,TEL
3/16/2015,71.49,72.89,71.48,72.69,1485355,TEL
3/17/2015,72.47,72.49,71.72,72.05,1390259,TEL
3/18/2015,72.03,73.46,71.54,73.32,1356983,TEL
3/19/2015,73.04,73.16,72.31,72.39,1435139,TEL
3/20/2015,72.69,73.73,72.54,73.42,1658843,TEL
3/23/2015,73.45,73.56,72.94,73.07,1105522,TEL
3/24/2015,73.02,73.02,72.43,72.43,956055,TEL
3/25/2015,72.42,72.63,70.59,70.59,1498753,TEL
3/26/2015,70.15,70.735,69.643,70.61,1635146,TEL
3/27/2015,70.63,71.05,69.93,70.54,1135938,TEL
3/30/2015,71.08,72.04,71.02,71.73,1078989,TEL
3/31/2015,71.63,72.095,71.37,71.62,1780910,TEL
4/1/2015,71.69,71.7,70.55,71.08,1526266,TEL
4/2/2015,71.23,71.54,70.67,70.67,1523875,TEL
4/6/2015,70.45,71.46,70.13,71.16,1448462,TEL
4/7/2015,71.06,71.34,70.56,70.94,1182609,TEL
4/8/2015,71.16,71.47,70.43,70.75,1542375,TEL
4/9/2015,70.74,71.22,70.43,70.91,1169315,TEL
4/10/2015,70.89,71.11,70.7,71,861263,TEL
4/13/2015,70.73,71.1,70.28,70.3,865983,TEL
4/14/2015,70.21,70.58,69.84,70.14,1565681,TEL
4/15/2015,70.28,71.07,70.16,70.81,1729863,TEL
4/16/2015,70.44,70.94,70.29,70.53,1607763,TEL
4/17/2015,70.05,70.05,69.15,69.78,1722174,TEL
4/20/2015,70.19,70.72,70.15,70.63,1375924,TEL
4/21/2015,70.76,70.98,69.87,70.01,1587504,TEL
4/22/2015,66.89,70.28,66.64,70.14,4068310,TEL
4/23/2015,69.62,69.79,68.62,68.75,2173648,TEL
4/24/2015,69.79,70.13,68.43,68.84,1931560,TEL
4/27/2015,69.32,69.33,68.53,68.85,1793426,TEL
4/28/2015,68.76,69.14,67.88,68.32,2111432,TEL
4/29/2015,67.94,68.3,67.25,67.65,1734896,TEL
4/30/2015,67.42,67.44,66.19,66.55,1913164,TEL
5/1/2015,66.94,68.09,66.81,68.07,1585824,TEL
5/4/2015,68.08,69.27,68.07,69.2,1830272,TEL
5/5/2015,69.03,69.71,68.07,68.08,2117218,TEL
5/6/2015,68.3,68.62,67.43,67.78,1477313,TEL
5/7/2015,67.72,68.6,67.53,68.35,1152605,TEL
5/8/2015,68.94,69.155,68.71,68.91,1727236,TEL
5/11/2015,68.72,69.62,68.671,69.49,1514452,TEL
5/12/2015,68.86,69.07,68.45,68.79,996487,TEL
5/13/2015,68.98,69.9,68.85,69.46,1135343,TEL
5/14/2015,69.92,70.25,69.58,70.12,2138814,TEL
5/15/2015,70.11,70.29,69.804,70.21,1538629,TEL
5/18/2015,70,70.78,69.81,70.68,862912,TEL
5/19/2015,70.88,71.04,70.42,70.54,1160486,TEL
5/20/2015,70.46,70.779,70.22,70.39,711268,TEL
5/21/2015,70.22,70.75,70.13,70.27,1210640,TEL
5/22/2015,69.94,70.16,69.79,69.96,1417171,TEL
5/26/2015,69.7,69.945,68.97,69,1573982,TEL
5/27/2015,69,70,68.94,70,1586311,TEL
5/28/2015,69.72,69.943,69.49,69.57,1316340,TEL
